employee_id,login_hour,file_name,file_sensitivity,action,location,device,files_accessed,is_anomaly,risk_status,risk_score,severity,reasons
EMP154,12,payroll.xlsx,CRITICAL,DOWNLOAD,Office,Personal,28,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP244,17,payroll.xlsx,CRITICAL,READ,Remote,Managed,16,0,NORMAL,15,LOW,Critical file accessed
EMP382,10,finance_report.xlsx,HIGH,READ,Office,Managed,10,0,NORMAL,0,LOW,
EMP328,11,employee_handbook.pdf,LOW,WRITE,Office,Managed,10,0,NORMAL,0,LOW,
EMP285,15,salary.xlsx,CRITICAL,READ,Office,Managed,23,0,NORMAL,15,LOW,Critical file accessed
EMP070,14,employee_handbook.pdf,LOW,UPLOAD,VPN,Managed,5,0,NORMAL,15,LOW,VPN access
EMP350,9,team_notes.docx,LOW,READ,Office,Managed,13,0,NORMAL,0,LOW,
EMP107,15,payroll.xlsx,CRITICAL,READ,Office,Personal,26,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP040,18,project_plan.xlsx,MEDIUM,DOWNLOAD,Remote,Managed,17,0,NORMAL,0,LOW,
EMP161,16,payroll.xlsx,CRITICAL,READ,Remote,Managed,28,0,NORMAL,15,LOW,Critical file accessed
EMP093,9,payroll.xlsx,CRITICAL,DELETE,VPN,Managed,25,0,ANOMALY,60,HIGH,"VPN access, Critical file accessed, ML anomaly detected"
EMP050,15,payroll.xlsx,CRITICAL,WRITE,Office,Managed,18,0,NORMAL,15,LOW,Critical file accessed
EMP103,11,payroll.xlsx,CRITICAL,WRITE,Remote,Managed,7,0,NORMAL,15,LOW,Critical file accessed
EMP113,14,team_notes.docx,LOW,WRITE,Remote,Managed,6,0,NORMAL,0,LOW,
EMP014,13,payroll.xlsx,CRITICAL,READ,Remote,Managed,28,0,NORMAL,15,LOW,Critical file accessed
EMP337,14,salary.xlsx,CRITICAL,READ,Remote,Personal,3,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP198,17,employee_handbook.pdf,LOW,READ,Office,Managed,17,0,NORMAL,0,LOW,
EMP210,9,payroll.xlsx,CRITICAL,READ,Remote,Managed,16,0,NORMAL,15,LOW,Critical file accessed
EMP105,13,project_plan.xlsx,MEDIUM,WRITE,Remote,Managed,3,0,NORMAL,0,LOW,
EMP332,12,team_notes.docx,LOW,READ,Remote,Managed,3,0,NORMAL,0,LOW,
EMP173,12,employee_handbook.pdf,LOW,READ,Remote,Managed,22,0,NORMAL,0,LOW,
EMP296,10,team_notes.docx,LOW,READ,Remote,Managed,20,0,NORMAL,0,LOW,
EMP484,16,employee_handbook.pdf,LOW,EXPORT,Office,Managed,13,0,NORMAL,0,LOW,
EMP141,16,payroll.xlsx,CRITICAL,SHARE,Office,Managed,22,0,NORMAL,15,LOW,Critical file accessed
EMP369,13,salary.xlsx,CRITICAL,WRITE,Office,Managed,19,0,NORMAL,15,LOW,Critical file accessed
EMP108,13,salary.xlsx,CRITICAL,READ,Office,Managed,16,0,NORMAL,15,LOW,Critical file accessed
EMP280,17,salary.xlsx,CRITICAL,READ,Remote,Managed,15,0,NORMAL,15,LOW,Critical file accessed
EMP355,17,team_notes.docx,LOW,READ,Remote,Managed,22,0,NORMAL,0,LOW,
EMP410,11,payroll.xlsx,CRITICAL,DOWNLOAD,Office,Managed,17,0,NORMAL,15,LOW,Critical file accessed
EMP259,10,salary.xlsx,CRITICAL,READ,Remote,Managed,13,0,NORMAL,15,LOW,Critical file accessed
EMP333,14,payroll.xlsx,CRITICAL,READ,Office,Managed,17,0,NORMAL,15,LOW,Critical file accessed
EMP026,18,salary.xlsx,CRITICAL,READ,Office,Managed,20,0,NORMAL,15,LOW,Critical file accessed
EMP429,8,payroll.xlsx,CRITICAL,READ,Office,Managed,4,0,NORMAL,15,LOW,Critical file accessed
EMP138,15,team_notes.docx,LOW,EXPORT,Office,Managed,14,0,NORMAL,0,LOW,
EMP067,13,finance_report.xlsx,HIGH,READ,Office,Managed,4,0,NORMAL,0,LOW,
EMP338,14,employee_handbook.pdf,LOW,READ,Office,Managed,2,0,NORMAL,0,LOW,
EMP190,4,salary.xlsx,CRITICAL,SHARE,VPN,Personal,333,1,ANOMALY,100,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, Critical file accessed, ML anomaly detected"
EMP270,12,salary.xlsx,CRITICAL,DOWNLOAD,Office,Managed,12,0,NORMAL,15,LOW,Critical file accessed
EMP401,5,payroll.xlsx,CRITICAL,DOWNLOAD,VPN,Personal,166,1,NORMAL,90,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, Critical file accessed"
EMP380,16,payroll.xlsx,CRITICAL,READ,Office,Managed,7,0,NORMAL,15,LOW,Critical file accessed
EMP332,9,finance_report.xlsx,HIGH,WRITE,Office,Managed,11,0,NORMAL,0,LOW,
EMP469,11,finance_report.xlsx,HIGH,WRITE,Remote,Managed,8,0,NORMAL,0,LOW,
EMP426,0,salary.xlsx,CRITICAL,READ,VPN,Personal,378,1,ANOMALY,100,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, Critical file accessed, ML anomaly detected"
EMP183,18,employee_handbook.pdf,LOW,READ,Office,Managed,16,0,NORMAL,0,LOW,
EMP063,8,finance_report.xlsx,HIGH,SHARE,Office,Managed,6,0,NORMAL,0,LOW,
EMP356,10,finance_report.xlsx,HIGH,READ,Office,Managed,26,0,NORMAL,0,LOW,
EMP431,13,project_plan.xlsx,MEDIUM,READ,Remote,Managed,15,0,NORMAL,0,LOW,
EMP450,12,project_plan.xlsx,MEDIUM,READ,Office,Managed,3,0,NORMAL,0,LOW,
EMP340,18,project_plan.xlsx,MEDIUM,READ,Office,Managed,29,0,NORMAL,0,LOW,
EMP096,3,salary.xlsx,CRITICAL,DOWNLOAD,VPN,Managed,271,1,NORMAL,75,HIGH,"After-hours login, VPN access, High volume file access, Critical file accessed"
EMP144,17,salary.xlsx,CRITICAL,WRITE,Office,Personal,13,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP030,11,team_notes.docx,LOW,READ,Office,Managed,20,0,NORMAL,0,LOW,
EMP463,13,project_plan.xlsx,MEDIUM,WRITE,VPN,Managed,14,0,NORMAL,15,LOW,VPN access
EMP071,9,payroll.xlsx,CRITICAL,WRITE,Office,Managed,28,0,NORMAL,15,LOW,Critical file accessed
EMP388,16,team_notes.docx,LOW,READ,Office,Managed,19,0,NORMAL,0,LOW,
EMP447,12,payroll.xlsx,CRITICAL,READ,Remote,Managed,19,0,NORMAL,15,LOW,Critical file accessed
EMP130,15,salary.xlsx,CRITICAL,WRITE,Office,Managed,1,0,NORMAL,15,LOW,Critical file accessed
EMP326,15,finance_report.xlsx,HIGH,EXPORT,Office,Managed,11,0,NORMAL,0,LOW,
EMP088,9,team_notes.docx,LOW,READ,Remote,Managed,2,0,NORMAL,0,LOW,
EMP370,18,team_notes.docx,LOW,READ,Office,Managed,5,0,NORMAL,0,LOW,
EMP286,11,payroll.xlsx,CRITICAL,WRITE,Remote,Managed,8,0,NORMAL,15,LOW,Critical file accessed
EMP121,12,project_plan.xlsx,MEDIUM,READ,Remote,Managed,5,0,NORMAL,0,LOW,
EMP370,15,team_notes.docx,LOW,READ,Office,Managed,15,0,NORMAL,0,LOW,
EMP389,18,employee_handbook.pdf,LOW,READ,Remote,Managed,7,0,NORMAL,0,LOW,
EMP356,13,project_plan.xlsx,MEDIUM,READ,Office,Managed,28,0,NORMAL,0,LOW,
EMP218,9,payroll.xlsx,CRITICAL,READ,Remote,Managed,24,0,NORMAL,15,LOW,Critical file accessed
EMP391,18,payroll.xlsx,CRITICAL,WRITE,Office,Managed,24,0,NORMAL,15,LOW,Critical file accessed
EMP347,16,finance_report.xlsx,HIGH,READ,Remote,Managed,23,0,NORMAL,0,LOW,
EMP302,10,payroll.xlsx,CRITICAL,READ,Remote,Managed,6,0,NORMAL,15,LOW,Critical file accessed
EMP059,8,payroll.xlsx,CRITICAL,DOWNLOAD,Office,Managed,6,0,NORMAL,15,LOW,Critical file accessed
EMP335,18,payroll.xlsx,CRITICAL,READ,Office,Managed,28,0,NORMAL,15,LOW,Critical file accessed
EMP414,18,team_notes.docx,LOW,READ,Remote,Managed,7,0,NORMAL,0,LOW,
EMP014,18,payroll.xlsx,CRITICAL,DOWNLOAD,Office,Managed,7,0,NORMAL,15,LOW,Critical file accessed
EMP377,10,finance_report.xlsx,HIGH,DOWNLOAD,Office,Managed,15,0,NORMAL,0,LOW,
EMP268,13,salary.xlsx,CRITICAL,UPLOAD,Office,Managed,8,0,NORMAL,15,LOW,Critical file accessed
EMP305,18,salary.xlsx,CRITICAL,UPLOAD,Office,Managed,22,0,NORMAL,15,LOW,Critical file accessed
EMP048,14,employee_handbook.pdf,LOW,READ,Remote,Managed,26,0,NORMAL,0,LOW,
EMP028,2,finance_report.xlsx,HIGH,DOWNLOAD,VPN,Personal,390,1,ANOMALY,100,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, ML anomaly detected"
EMP330,18,salary.xlsx,CRITICAL,SHARE,Office,Personal,11,0,ANOMALY,60,HIGH,"Personal device, Critical file accessed, ML anomaly detected"
EMP123,12,employee_handbook.pdf,LOW,READ,Office,Managed,13,0,NORMAL,0,LOW,
EMP209,18,team_notes.docx,LOW,UPLOAD,Remote,Managed,7,0,NORMAL,0,LOW,
EMP453,13,finance_report.xlsx,HIGH,UPLOAD,Office,Managed,12,0,NORMAL,0,LOW,
EMP464,16,finance_report.xlsx,HIGH,READ,Office,Personal,8,0,NORMAL,15,LOW,Personal device
EMP378,17,employee_handbook.pdf,LOW,DELETE,Office,Managed,1,0,NORMAL,0,LOW,
EMP159,11,finance_report.xlsx,HIGH,READ,Office,Managed,5,0,NORMAL,0,LOW,
EMP415,18,employee_handbook.pdf,LOW,EXPORT,VPN,Managed,23,0,ANOMALY,45,MEDIUM,"VPN access, ML anomaly detected"
EMP349,15,salary.xlsx,CRITICAL,READ,Office,Managed,28,0,NORMAL,15,LOW,Critical file accessed
EMP185,13,employee_handbook.pdf,LOW,READ,Remote,Managed,12,0,NORMAL,0,LOW,
EMP282,13,project_plan.xlsx,MEDIUM,READ,Remote,Managed,19,0,NORMAL,0,LOW,
EMP113,12,finance_report.xlsx,HIGH,READ,Office,Managed,26,0,NORMAL,0,LOW,
EMP091,11,team_notes.docx,LOW,WRITE,Remote,Managed,30,0,NORMAL,0,LOW,
EMP447,10,payroll.xlsx,CRITICAL,WRITE,Office,Managed,8,0,NORMAL,15,LOW,Critical file accessed
EMP011,17,payroll.xlsx,CRITICAL,READ,Office,Managed,25,0,NORMAL,15,LOW,Critical file accessed
EMP077,13,salary.xlsx,CRITICAL,READ,Office,Managed,24,0,NORMAL,15,LOW,Critical file accessed
EMP336,16,salary.xlsx,CRITICAL,READ,VPN,Managed,25,0,NORMAL,30,LOW,"VPN access, Critical file accessed"
EMP217,14,project_plan.xlsx,MEDIUM,DOWNLOAD,Office,Managed,10,0,NORMAL,0,LOW,
EMP315,12,finance_report.xlsx,HIGH,READ,VPN,Managed,21,0,NORMAL,15,LOW,VPN access
EMP406,10,payroll.xlsx,CRITICAL,READ,Office,Managed,20,0,NORMAL,15,LOW,Critical file accessed
EMP074,13,salary.xlsx,CRITICAL,DOWNLOAD,Office,Personal,12,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP161,8,payroll.xlsx,CRITICAL,WRITE,Office,Managed,19,0,NORMAL,15,LOW,Critical file accessed
EMP391,11,team_notes.docx,LOW,WRITE,Office,Managed,17,0,NORMAL,0,LOW,
EMP188,9,salary.xlsx,CRITICAL,WRITE,Office,Managed,15,0,NORMAL,15,LOW,Critical file accessed
EMP282,9,payroll.xlsx,CRITICAL,READ,Office,Managed,24,0,NORMAL,15,LOW,Critical file accessed
EMP082,18,project_plan.xlsx,MEDIUM,WRITE,Remote,Managed,4,0,NORMAL,0,LOW,
EMP329,18,team_notes.docx,LOW,READ,Office,Managed,21,0,NORMAL,0,LOW,
EMP396,5,payroll.xlsx,CRITICAL,DOWNLOAD,VPN,Personal,249,1,NORMAL,90,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, Critical file accessed"
EMP255,11,employee_handbook.pdf,LOW,WRITE,Remote,Managed,7,0,NORMAL,0,LOW,
EMP327,10,payroll.xlsx,CRITICAL,WRITE,Office,Managed,7,0,NORMAL,15,LOW,Critical file accessed
EMP299,0,salary.xlsx,CRITICAL,DOWNLOAD,VPN,Managed,300,1,ANOMALY,100,CRITICAL,"After-hours login, VPN access, High volume file access, Critical file accessed, ML anomaly detected"
EMP015,10,salary.xlsx,CRITICAL,READ,Remote,Managed,8,0,NORMAL,15,LOW,Critical file accessed
EMP296,15,salary.xlsx,CRITICAL,READ,Office,Managed,4,0,NORMAL,15,LOW,Critical file accessed
EMP225,9,project_plan.xlsx,MEDIUM,READ,Office,Managed,9,0,NORMAL,0,LOW,
EMP029,12,team_notes.docx,LOW,WRITE,Office,Managed,7,0,NORMAL,0,LOW,
EMP215,13,team_notes.docx,LOW,READ,Office,Managed,19,0,NORMAL,0,LOW,
EMP315,14,project_plan.xlsx,MEDIUM,READ,VPN,Personal,3,0,ANOMALY,60,HIGH,"Personal device, VPN access, ML anomaly detected"
EMP477,9,finance_report.xlsx,HIGH,DOWNLOAD,Office,Managed,20,0,NORMAL,0,LOW,
EMP491,8,team_notes.docx,LOW,WRITE,Office,Personal,4,0,NORMAL,15,LOW,Personal device
EMP476,10,employee_handbook.pdf,LOW,READ,Office,Personal,7,0,NORMAL,15,LOW,Personal device
EMP028,11,finance_report.xlsx,HIGH,READ,Office,Managed,15,0,NORMAL,0,LOW,
EMP469,11,project_plan.xlsx,MEDIUM,READ,Office,Managed,8,0,NORMAL,0,LOW,
EMP335,18,employee_handbook.pdf,LOW,WRITE,Office,Managed,18,0,NORMAL,0,LOW,
EMP250,0,payroll.xlsx,CRITICAL,WRITE,VPN,Personal,237,1,ANOMALY,100,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, Critical file accessed, ML anomaly detected"
EMP204,11,salary.xlsx,CRITICAL,EXPORT,Remote,Managed,11,0,NORMAL,15,LOW,Critical file accessed
EMP285,5,payroll.xlsx,CRITICAL,WRITE,VPN,Personal,452,1,ANOMALY,100,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, Critical file accessed, ML anomaly detected"
EMP046,14,project_plan.xlsx,MEDIUM,DOWNLOAD,Office,Managed,17,0,NORMAL,0,LOW,
EMP229,16,team_notes.docx,LOW,READ,Office,Managed,13,0,NORMAL,0,LOW,
EMP027,14,payroll.xlsx,CRITICAL,READ,Remote,Personal,10,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP220,12,employee_handbook.pdf,LOW,WRITE,Office,Managed,9,0,NORMAL,0,LOW,
EMP311,13,salary.xlsx,CRITICAL,READ,Office,Personal,30,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP260,12,project_plan.xlsx,MEDIUM,DOWNLOAD,Remote,Managed,6,0,NORMAL,0,LOW,
EMP005,15,salary.xlsx,CRITICAL,EXPORT,Office,Managed,14,0,NORMAL,15,LOW,Critical file accessed
EMP413,3,finance_report.xlsx,HIGH,UPLOAD,Remote,Personal,367,1,ANOMALY,90,CRITICAL,"After-hours login, Personal device, High volume file access, ML anomaly detected"
EMP222,14,salary.xlsx,CRITICAL,READ,Remote,Managed,16,0,NORMAL,15,LOW,Critical file accessed
EMP079,11,project_plan.xlsx,MEDIUM,READ,Office,Managed,16,0,NORMAL,0,LOW,
EMP181,9,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,8,0,NORMAL,0,LOW,
EMP350,16,team_notes.docx,LOW,READ,Remote,Personal,7,0,NORMAL,15,LOW,Personal device
EMP487,11,team_notes.docx,LOW,READ,Remote,Managed,5,0,NORMAL,0,LOW,
EMP347,14,salary.xlsx,CRITICAL,READ,Remote,Managed,23,0,NORMAL,15,LOW,Critical file accessed
EMP053,13,finance_report.xlsx,HIGH,SHARE,Office,Managed,2,0,NORMAL,0,LOW,
EMP336,18,team_notes.docx,LOW,READ,Office,Managed,27,0,NORMAL,0,LOW,
EMP114,14,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,16,0,NORMAL,0,LOW,
EMP470,12,project_plan.xlsx,MEDIUM,READ,Remote,Managed,2,0,NORMAL,0,LOW,
EMP425,18,project_plan.xlsx,MEDIUM,EXPORT,Office,Managed,23,0,NORMAL,0,LOW,
EMP482,14,payroll.xlsx,CRITICAL,DOWNLOAD,Remote,Personal,20,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP496,13,finance_report.xlsx,HIGH,EXPORT,Office,Managed,9,0,NORMAL,0,LOW,
EMP343,16,employee_handbook.pdf,LOW,READ,Office,Managed,11,0,NORMAL,0,LOW,
EMP191,15,finance_report.xlsx,HIGH,WRITE,Office,Managed,25,0,NORMAL,0,LOW,
EMP074,13,finance_report.xlsx,HIGH,DOWNLOAD,Office,Managed,11,0,NORMAL,0,LOW,
EMP108,17,team_notes.docx,LOW,WRITE,Remote,Managed,14,0,NORMAL,0,LOW,
EMP417,10,project_plan.xlsx,MEDIUM,WRITE,Remote,Managed,22,0,NORMAL,0,LOW,
EMP191,15,team_notes.docx,LOW,DOWNLOAD,Office,Managed,6,0,NORMAL,0,LOW,
EMP150,10,salary.xlsx,CRITICAL,WRITE,Remote,Managed,1,0,NORMAL,15,LOW,Critical file accessed
EMP026,10,team_notes.docx,LOW,READ,Office,Managed,28,0,NORMAL,0,LOW,
EMP500,17,payroll.xlsx,CRITICAL,WRITE,Office,Managed,2,0,NORMAL,15,LOW,Critical file accessed
EMP116,9,team_notes.docx,LOW,READ,Office,Managed,8,0,NORMAL,0,LOW,
EMP481,4,salary.xlsx,CRITICAL,DOWNLOAD,Remote,Managed,476,1,ANOMALY,90,CRITICAL,"After-hours login, High volume file access, Critical file accessed, ML anomaly detected"
EMP184,9,salary.xlsx,CRITICAL,WRITE,Office,Managed,6,0,NORMAL,15,LOW,Critical file accessed
EMP253,14,finance_report.xlsx,HIGH,READ,Office,Managed,26,0,NORMAL,0,LOW,
EMP464,8,project_plan.xlsx,MEDIUM,READ,Office,Managed,1,0,NORMAL,0,LOW,
EMP239,14,finance_report.xlsx,HIGH,DOWNLOAD,Office,Managed,8,0,NORMAL,0,LOW,
EMP004,18,salary.xlsx,CRITICAL,READ,Office,Managed,28,0,NORMAL,15,LOW,Critical file accessed
EMP090,4,finance_report.xlsx,HIGH,DOWNLOAD,VPN,Personal,239,1,ANOMALY,100,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, ML anomaly detected"
EMP140,14,finance_report.xlsx,HIGH,WRITE,Office,Managed,29,0,NORMAL,0,LOW,
EMP132,10,payroll.xlsx,CRITICAL,READ,Office,Managed,22,0,NORMAL,15,LOW,Critical file accessed
EMP010,12,employee_handbook.pdf,LOW,READ,Office,Personal,20,0,NORMAL,15,LOW,Personal device
EMP306,10,finance_report.xlsx,HIGH,WRITE,Office,Managed,18,0,NORMAL,0,LOW,
EMP348,18,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,8,0,NORMAL,0,LOW,
EMP329,9,project_plan.xlsx,MEDIUM,READ,Office,Managed,29,0,NORMAL,0,LOW,
EMP164,14,salary.xlsx,CRITICAL,READ,Office,Managed,18,0,NORMAL,15,LOW,Critical file accessed
EMP107,5,payroll.xlsx,CRITICAL,DOWNLOAD,VPN,Personal,325,1,NORMAL,90,CRITICAL,"After-hours login, Personal device, VPN access, High volume file access, Critical file accessed"
EMP219,16,payroll.xlsx,CRITICAL,READ,Office,Managed,29,0,NORMAL,15,LOW,Critical file accessed
EMP127,17,salary.xlsx,CRITICAL,WRITE,Office,Managed,19,0,NORMAL,15,LOW,Critical file accessed
EMP081,9,salary.xlsx,CRITICAL,READ,Office,Managed,21,0,NORMAL,15,LOW,Critical file accessed
EMP487,10,salary.xlsx,CRITICAL,READ,Office,Managed,30,0,NORMAL,15,LOW,Critical file accessed
EMP204,9,employee_handbook.pdf,LOW,WRITE,Office,Managed,16,0,NORMAL,0,LOW,
EMP350,10,salary.xlsx,CRITICAL,WRITE,VPN,Managed,1,0,NORMAL,30,LOW,"VPN access, Critical file accessed"
EMP030,17,payroll.xlsx,CRITICAL,READ,Office,Managed,10,0,NORMAL,15,LOW,Critical file accessed
EMP275,10,payroll.xlsx,CRITICAL,READ,Remote,Managed,19,0,NORMAL,15,LOW,Critical file accessed
EMP370,11,salary.xlsx,CRITICAL,READ,Remote,Managed,27,0,NORMAL,15,LOW,Critical file accessed
EMP395,10,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,18,0,NORMAL,0,LOW,
EMP454,3,finance_report.xlsx,HIGH,DOWNLOAD,Remote,Personal,220,1,ANOMALY,90,CRITICAL,"After-hours login, Personal device, High volume file access, ML anomaly detected"
EMP213,12,finance_report.xlsx,HIGH,READ,Office,Managed,4,0,NORMAL,0,LOW,
EMP170,15,employee_handbook.pdf,LOW,WRITE,Office,Managed,11,0,NORMAL,0,LOW,
EMP039,15,team_notes.docx,LOW,READ,Office,Managed,17,0,NORMAL,0,LOW,
EMP053,13,employee_handbook.pdf,LOW,READ,Office,Managed,27,0,NORMAL,0,LOW,
EMP491,18,payroll.xlsx,CRITICAL,DOWNLOAD,Office,Managed,7,0,NORMAL,15,LOW,Critical file accessed
EMP285,16,finance_report.xlsx,HIGH,READ,Office,Managed,5,0,NORMAL,0,LOW,
EMP011,13,project_plan.xlsx,MEDIUM,READ,Office,Managed,29,0,NORMAL,0,LOW,
EMP286,17,employee_handbook.pdf,LOW,DOWNLOAD,Remote,Managed,14,0,NORMAL,0,LOW,
EMP408,10,payroll.xlsx,CRITICAL,WRITE,Office,Managed,15,0,NORMAL,15,LOW,Critical file accessed
EMP319,10,employee_handbook.pdf,LOW,READ,Office,Managed,7,0,NORMAL,0,LOW,
EMP496,16,payroll.xlsx,CRITICAL,WRITE,Remote,Managed,8,0,NORMAL,15,LOW,Critical file accessed
EMP059,9,finance_report.xlsx,HIGH,READ,Office,Managed,2,0,NORMAL,0,LOW,
EMP365,13,salary.xlsx,CRITICAL,READ,Office,Managed,17,0,NORMAL,15,LOW,Critical file accessed
EMP048,18,salary.xlsx,CRITICAL,WRITE,Office,Managed,10,0,NORMAL,15,LOW,Critical file accessed
EMP403,17,employee_handbook.pdf,LOW,WRITE,Remote,Managed,5,0,NORMAL,0,LOW,
EMP358,14,team_notes.docx,LOW,READ,Office,Personal,11,0,NORMAL,15,LOW,Personal device
EMP086,18,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,21,0,NORMAL,0,LOW,
EMP414,12,payroll.xlsx,CRITICAL,WRITE,Office,Managed,24,0,NORMAL,15,LOW,Critical file accessed
EMP111,17,team_notes.docx,LOW,READ,Office,Managed,29,0,NORMAL,0,LOW,
EMP282,18,team_notes.docx,LOW,READ,Remote,Managed,15,0,NORMAL,0,LOW,
EMP250,11,team_notes.docx,LOW,READ,Office,Managed,22,0,NORMAL,0,LOW,
EMP371,9,employee_handbook.pdf,LOW,DELETE,Office,Managed,10,0,NORMAL,0,LOW,
EMP303,11,finance_report.xlsx,HIGH,DELETE,Office,Managed,21,0,NORMAL,0,LOW,
EMP279,18,project_plan.xlsx,MEDIUM,READ,Office,Managed,4,0,NORMAL,0,LOW,
EMP103,13,salary.xlsx,CRITICAL,EXPORT,Remote,Managed,17,0,NORMAL,15,LOW,Critical file accessed
EMP414,10,finance_report.xlsx,HIGH,DELETE,Office,Managed,7,0,NORMAL,0,LOW,
EMP338,16,salary.xlsx,CRITICAL,READ,Remote,Managed,15,0,NORMAL,15,LOW,Critical file accessed
EMP216,18,project_plan.xlsx,MEDIUM,WRITE,Office,Personal,3,0,NORMAL,15,LOW,Personal device
EMP114,18,salary.xlsx,CRITICAL,READ,Remote,Personal,10,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP235,18,payroll.xlsx,CRITICAL,READ,Office,Managed,18,0,NORMAL,15,LOW,Critical file accessed
EMP419,14,project_plan.xlsx,MEDIUM,READ,Remote,Managed,18,0,NORMAL,0,LOW,
EMP202,15,payroll.xlsx,CRITICAL,READ,Office,Managed,13,0,NORMAL,15,LOW,Critical file accessed
EMP247,18,project_plan.xlsx,MEDIUM,READ,Office,Managed,22,0,NORMAL,0,LOW,
EMP327,14,payroll.xlsx,CRITICAL,READ,Remote,Managed,1,0,NORMAL,15,LOW,Critical file accessed
EMP213,14,salary.xlsx,CRITICAL,READ,Office,Managed,7,0,NORMAL,15,LOW,Critical file accessed
EMP142,14,employee_handbook.pdf,LOW,READ,Remote,Managed,1,0,NORMAL,0,LOW,
EMP167,17,payroll.xlsx,CRITICAL,WRITE,Remote,Managed,25,0,NORMAL,15,LOW,Critical file accessed
EMP037,8,team_notes.docx,LOW,READ,Office,Managed,19,0,NORMAL,0,LOW,
EMP376,2,finance_report.xlsx,HIGH,DOWNLOAD,Remote,Personal,298,1,ANOMALY,90,CRITICAL,"After-hours login, Personal device, High volume file access, ML anomaly detected"
EMP260,12,finance_report.xlsx,HIGH,WRITE,Office,Managed,23,0,NORMAL,0,LOW,
EMP297,14,salary.xlsx,CRITICAL,WRITE,Office,Managed,9,0,NORMAL,15,LOW,Critical file accessed
EMP260,14,salary.xlsx,CRITICAL,READ,Remote,Managed,29,0,NORMAL,15,LOW,Critical file accessed
EMP246,16,payroll.xlsx,CRITICAL,READ,Office,Managed,5,0,NORMAL,15,LOW,Critical file accessed
EMP247,9,employee_handbook.pdf,LOW,READ,Office,Managed,8,0,NORMAL,0,LOW,
EMP386,16,team_notes.docx,LOW,READ,Remote,Managed,28,0,NORMAL,0,LOW,
EMP309,9,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,4,0,NORMAL,0,LOW,
EMP409,14,payroll.xlsx,CRITICAL,WRITE,Remote,Personal,20,0,NORMAL,30,LOW,"Personal device, Critical file accessed"
EMP112,15,project_plan.xlsx,MEDIUM,READ,Office,Managed,22,0,NORMAL,0,LOW,
EMP425,18,project_plan.xlsx,MEDIUM,WRITE,Remote,Managed,23,0,NORMAL,0,LOW,
EMP374,15,employee_handbook.pdf,LOW,READ,VPN,Managed,18,0,NORMAL,15,LOW,VPN access
EMP249,17,project_plan.xlsx,MEDIUM,READ,Office,Managed,15,0,NORMAL,0,LOW,
EMP041,8,finance_report.xlsx,HIGH,UPLOAD,Office,Managed,14,0,NORMAL,0,LOW,
EMP420,14,salary.xlsx,CRITICAL,READ,Office,Managed,5,0,NORMAL,15,LOW,Critical file accessed
EMP124,15,payroll.xlsx,CRITICAL,UPLOAD,Office,Managed,9,0,NORMAL,15,LOW,Critical file accessed
EMP336,18,salary.xlsx,CRITICAL,READ,Remote,Managed,24,0,NORMAL,15,LOW,Critical file accessed
EMP238,8,project_plan.xlsx,MEDIUM,READ,Office,Managed,10,0,NORMAL,0,LOW,
EMP053,9,finance_report.xlsx,HIGH,READ,Remote,Managed,1,0,NORMAL,0,LOW,
EMP408,17,employee_handbook.pdf,LOW,WRITE,Office,Managed,12,0,NORMAL,0,LOW,
EMP054,10,payroll.xlsx,CRITICAL,READ,Office,Managed,13,0,NORMAL,15,LOW,Critical file accessed
EMP297,16,employee_handbook.pdf,LOW,READ,Office,Managed,16,0,NORMAL,0,LOW,
EMP153,11,payroll.xlsx,CRITICAL,READ,Remote,Managed,26,0,NORMAL,15,LOW,Critical file accessed
EMP399,14,project_plan.xlsx,MEDIUM,READ,Office,Managed,7,0,NORMAL,0,LOW,
EMP351,15,finance_report.xlsx,HIGH,READ,Remote,Managed,3,0,NORMAL,0,LOW,
EMP398,11,project_plan.xlsx,MEDIUM,WRITE,Office,Managed,20,0,NORMAL,0,LOW,
EMP258,17,employee_handbook.pdf,LOW,DELETE,Remote,Managed,20,0,NORMAL,0,LOW,
